IsCanceled,LeadTime,ArrivalDateYear,ArrivalDateMonth,ArrivalDateWeekNumber,ArrivalDateDayOfMonth,StaysInWeekendNights,StaysInWeekNights,Adults,Children,Babies,Meal,IsRepeatedGuest,PreviousCancellations,PreviousBookingsNotCanceled,BookingChanges,Agent,Company,DaysInWaitingList,ADR,RequiredCarParkingSpaces,TotalOfSpecialRequests,Corporate,Direct,TA/TO,Deposit,RoomTypeDifference,Contract,Group,Transient,Transient-Party
0,109,2016,April,14,2,2,3,2,0,0,1,0,0,0,0,1,0,0,51.84,0,2,0,0,1,0,0,0,0,1,0
0,4,2017,February,7,18,2,5,2,1,0,1,0,0,0,0,1,0,0,96.02,0,0,0,0,1,0,0,1,0,0,0
0,131,2017,March,10,11,2,5,2,0,0,1,0,0,0,0,1,0,0,66.72,0,2,0,0,1,0,0,1,0,0,0
0,22,2016,December,50,8,0,3,2,0,0,0,0,0,0,0,1,0,0,80.0,0,0,0,0,1,0,0,0,0,0,1
1,14,2017,July,27,5,1,4,2,0,0,1,0,0,0,0,1,0,0,145.14,0,0,0,0,1,0,0,0,0,1,0
1,199,2016,March,13,25,1,2,2,0,0,1,0,0,0,0,1,0,0,51.36,0,1,0,0,1,0,0,0,0,1,0
0,275,2017,May,19,7,5,10,2,0,0,0,0,0,0,1,1,0,0,0.0,0,1,0,0,1,0,1,1,0,0,0
0,9,2015,July,29,12,2,1,2,0,0,1,0,0,0,0,1,0,0,117.9,0,3,0,0,1,0,0,0,0,1,0
1,131,2016,September,40,28,0,4,2,0,0,1,0,0,0,0,1,0,0,91.5,0,0,0,0,1,0,0,0,0,1,0
0,303,2017,May,19,11,4,8,2,0,0,1,0,0,0,0,1,0,0,70.95,0,0,0,0,1,0,0,1,0,0,0
0,51,2016,March,12,17,0,1,2,0,0,1,0,0,0,1,1,0,0,26.0,0,0,0,0,1,0,1,0,0,0,1
1,299,2016,August,35,23,0,4,2,0,0,1,0,0,0,0,1,0,0,144.0,0,1,0,0,1,0,0,0,0,1,0
0,2,2017,January,3,19,0,1,1,0,0,1,0,0,2,0,0,1,0,35.0,1,0,1,0,0,0,1,0,0,1,0
1,15,2015,August,33,13,2,3,2,0,0,1,0,0,0,0,0,0,0,211.0,0,0,0,1,0,0,0,0,0,1,0
0,11,2016,October,42,9,1,0,1,0,0,1,0,0,0,1,0,1,0,50.0,0,0,1,0,0,0,0,0,0,0,1
0,0,2017,January,5,31,0,1,1,0,0,1,0,0,0,0,1,0,0,43.0,0,0,0,0,1,0,1,0,0,1,0
0,212,2016,August,33,13,2,5,2,0,0,1,0,0,0,1,1,0,0,112.7,0,1,0,0,1,0,0,0,0,1,0
0,128,2017,June,24,11,2,2,2,0,0,1,0,0,0,0,1,0,0,65.0,0,0,0,0,1,0,0,0,0,1,0
0,322,2016,June,26,22,0,3,2,0,0,1,0,0,0,0,0,0,75,92.0,0,0,0,1,0,0,1,0,0,0,1
0,118,2016,May,23,31,2,9,2,0,0,1,0,0,0,0,1,0,0,68.6,0,1,0,0,1,0,0,1,0,0,0
0,163,2016,May,19,5,2,3,2,0,0,1,0,0,0,2,1,0,0,52.2,0,1,0,0,1,0,0,0,0,0,1
1,108,2015,September,38,14,1,4,2,0,0,1,0,0,0,0,1,0,0,77.2,0,0,0,0,1,0,0,0,0,1,0
1,56,2015,August,34,20,2,4,3,0,0,1,0,0,0,0,1,0,0,222.07,0,0,0,0,1,0,0,0,0,1,0
0,22,2016,April,18,27,0,1,2,0,0,1,0,0,0,0,1,0,0,83.0,1,0,0,0,1,0,1,0,0,1,0
0,1,2017,February,6,10,0,1,2,0,0,1,0,0,0,0,1,0,0,48.0,0,1,0,0,1,0,1,0,0,1,0
0,0,2016,August,33,11,0,1,2,0,0,1,0,0,0,0,0,0,0,229.0,0,0,0,1,0,0,0,0,0,1,0
1,187,2016,April,18,30,2,2,2,0,0,1,0,0,0,0,1,0,0,52.2,0,0,0,0,1,0,0,0,0,1,0
0,383,2016,October,41,6,0,3,2,0,0,1,0,0,2,0,1,0,0,48.0,0,0,0,1,0,0,0,0,0,0,1
0,239,2015,September,38,19,1,1,2,0,0,1,0,0,0,0,1,0,0,80.0,0,0,0,0,1,0,0,0,0,0,1
0,0,2016,January,4,18,1,1,1,0,0,1,1,0,1,0,0,0,0,39.0,0,0,0,1,0,0,1,0,0,1,0
1,6,2016,May,23,29,0,0,2,0,0,1,0,0,0,0,1,0,0,0.0,0,0,0,1,0,0,1,0,0,1,0
0,36,2016,February,8,20,2,3,2,0,0,1,0,0,0,0,1,0,0,56.0,0,2,0,0,1,0,0,0,0,1,0
1,129,2017,August,33,19,2,5,3,0,0,1,0,0,0,0,1,0,0,247.2,0,0,0,0,1,0,0,0,0,0,1
1,323,2017,June,22,3,2,5,2,0,0,1,0,0,0,0,0,0,0,72.0,0,0,0,0,1,1,0,0,0,1,0
0,62,2016,May,19,1,1,0,2,0,0,1,0,0,0,0,1,0,0,86.0,1,1,0,0,1,0,0,0,0,1,0
0,16,2016,September,39,24,0,1,2,0,0,1,0,0,0,0,1,0,0,140.0,1,2,0,0,1,0,0,0,0,1,0
0,223,2016,May,22,24,2,6,2,0,0,1,0,0,0,1,0,1,0,66.0,0,0,0,1,0,0,0,0,0,0,1
0,0,2016,April,16,13,0,1,1,0,0,1,1,0,2,0,0,1,0,56.0,0,1,1,0,0,0,1,0,0,1,0
1,26,2016,February,9,24,0,4,1,0,0,1,0,0,0,0,1,0,0,39.0,0,1,0,0,1,0,0,0,0,1,0
0,336,2016,September,38,15,2,3,1,0,0,1,0,0,0,2,0,1,0,60.0,1,0,0,1,0,0,0,0,0,0,1
0,228,2016,September,36,2,2,2,2,0,0,1,0,0,0,0,1,0,0,111.75,1,0,0,1,0,0,1,0,0,1,0
1,151,2016,May,21,17,0,4,2,0,0,1,0,0,0,0,0,0,0,46.0,0,0,0,0,1,1,0,0,0,1,0
0,236,2016,May,20,12,0,3,2,0,0,1,0,0,0,0,1,0,0,48.0,0,1,0,0,1,0,1,0,0,0,1
1,157,2016,October,40,1,2,2,2,0,0,1,0,0,0,0,1,0,0,52.0,0,0,0,0,1,1,0,0,0,1,0
1,54,2015,August,34,16,4,10,2,2,0,1,0,0,0,0,1,0,0,175.79,0,0,0,1,0,0,0,0,0,1,0
0,190,2016,April,16,10,2,5,1,0,0,1,0,0,0,0,1,0,0,47.9,0,0,0,1,0,0,0,0,0,0,1
1,386,2016,October,43,20,1,3,2,0,0,1,0,0,0,0,0,0,0,49.0,0,0,1,0,0,0,0,0,0,0,1
0,8,2017,April,16,21,0,1,2,0,0,1,0,0,0,0,0,1,0,0.0,1,1,0,1,0,0,1,0,0,1,0
0,129,2015,October,44,25,2,4,2,0,0,1,0,0,0,2,1,0,0,45.0,0,2,0,0,1,0,0,0,0,1,0
0,156,2017,April,15,11,2,5,3,0,0,0,0,0,0,3,1,0,0,180.0,0,1,0,1,0,0,0,0,0,1,0
1,116,2017,May,20,17,2,5,2,0,0,1,0,0,0,0,1,0,0,85.0,0,1,0,0,1,0,0,0,0,1,0
0,206,2017,May,20,20,3,6,2,0,0,1,0,0,0,0,1,0,0,52.85,0,0,0,0,1,0,0,1,0,0,0
0,190,2015,August,32,4,2,8,2,0,0,1,0,0,0,0,1,0,0,110.7,0,1,0,0,1,0,0,1,0,0,0
1,21,2015,September,39,23,0,1,2,0,0,1,0,0,0,0,0,1,0,75.65,0,0,1,0,0,0,1,0,0,0,1
0,2,2017,February,6,11,0,1,2,0,0,1,0,0,0,0,1,0,0,80.0,1,2,0,0,1,0,1,0,0,1,0
1,195,2015,July,29,18,2,6,3,0,0,1,0,2,0,0,1,0,0,188.96,0,1,0,0,1,0,0,0,0,1,0
0,1,2017,April,16,21,1,2,1,0,0,1,0,0,0,0,0,0,0,74.6,0,0,0,1,0,0,1,0,0,0,1
0,0,2016,October,45,31,1,0,2,0,0,1,1,0,0,0,0,0,0,78.0,0,0,0,1,0,0,0,0,0,1,0
0,10,2015,August,35,27,2,5,2,1,0,1,0,0,0,0,1,0,0,155.86,0,2,0,1,0,0,0,0,0,1,0
0,190,2016,August,33,11,2,5,2,0,0,1,0,0,0,0,1,0,0,110.7,0,1,0,0,1,0,0,1,0,0,0
0,21,2017,June,25,22,0,2,2,0,0,1,0,0,0,0,1,0,0,169.0,1,1,0,0,1,0,1,0,0,1,0
0,82,2016,August,35,22,2,5,2,0,0,1,0,0,0,0,1,0,0,190.43,0,0,0,0,1,0,0,0,0,1,0
0,5,2016,April,18,29,0,1,1,0,0,1,0,0,0,0,0,0,0,0.0,0,3,0,1,0,0,0,0,0,1,0
0,52,2016,November,46,10,0,3,2,0,0,1,0,0,0,0,1,0,0,29.0,0,0,0,0,1,0,1,0,0,1,0
1,13,2016,November,46,6,1,0,2,0,0,1,0,0,0,0,1,0,0,43.2,0,0,0,0,1,0,0,0,0,1,0
0,300,2017,July,26,1,4,6,2,0,0,1,0,0,0,0,1,0,0,129.26,0,1,0,0,1,0,0,0,0,0,1
0,103,2017,March,13,31,2,2,1,0,0,1,0,0,0,0,1,0,0,42.0,0,1,0,0,1,0,0,0,0,1,0
0,7,2017,February,6,9,0,1,1,0,0,1,0,0,0,0,1,0,0,43.0,0,2,0,0,1,0,1,0,0,0,1
1,143,2016,April,18,24,2,2,2,0,0,1,0,0,0,0,1,0,0,84.0,0,0,0,0,1,1,0,0,0,1,0
1,103,2017,March,13,27,1,1,2,0,0,1,0,0,0,0,1,0,0,73.0,0,0,1,0,0,1,0,0,0,1,0
0,65,2015,August,32,7,2,7,2,0,0,1,0,0,0,1,1,0,0,121.39,1,1,0,0,1,0,0,0,0,1,0
1,311,2017,August,32,11,1,2,1,0,0,1,0,0,0,3,1,0,0,156.6,0,2,0,0,1,0,0,0,0,1,0
0,118,2017,July,27,4,4,10,2,0,0,1,0,0,0,0,1,0,0,123.5,0,0,0,0,1,0,0,1,0,0,0
0,0,2015,October,42,14,0,1,1,0,0,1,0,0,1,0,0,1,0,48.0,1,1,1,0,0,0,1,0,0,1,0
1,14,2017,February,7,14,0,2,2,0,0,1,0,0,0,0,1,0,0,88.0,0,0,0,0,1,0,0,0,0,1,0
0,1,2016,January,5,29,0,2,1,0,0,1,0,0,2,1,0,0,0,50.0,1,0,0,1,0,0,0,0,0,1,0
1,49,2017,February,9,28,0,2,2,0,0,1,0,0,0,0,1,0,0,35.0,0,0,0,0,1,1,0,0,0,1,0
0,230,2017,May,22,29,1,4,2,0,0,1,0,0,0,0,1,0,0,77.35,0,1,0,0,1,0,0,0,0,1,0
1,24,2017,April,15,10,1,3,2,0,0,1,0,0,0,0,1,0,0,121.25,0,1,0,0,1,0,0,0,0,1,0
0,0,2017,February,9,26,1,0,2,0,0,1,0,0,0,1,0,0,0,60.0,0,0,0,1,0,0,0,0,0,0,1
1,174,2016,June,27,27,3,5,2,0,0,1,0,0,0,0,1,0,0,76.5,0,1,0,0,1,0,0,0,0,1,0
0,67,2016,August,34,17,2,5,1,3,0,1,0,0,0,1,0,0,0,202.7,0,0,0,1,0,0,0,0,0,1,0
0,28,2016,September,40,27,0,1,2,0,0,1,0,0,0,1,1,0,0,127.0,0,2,0,0,1,0,0,0,0,1,0
1,0,2016,December,51,14,0,2,2,0,0,1,0,0,0,0,1,0,0,44.0,0,0,0,1,0,0,0,0,0,1,0
1,0,2016,May,21,19,0,1,2,0,0,1,0,0,0,0,0,0,0,82.0,0,0,0,1,0,0,1,0,0,1,0
0,18,2017,June,23,9,1,2,2,0,0,1,0,0,0,0,1,0,0,63.0,0,0,0,0,1,0,0,1,0,0,0
0,1,2016,May,23,31,0,1,1,0,0,1,1,0,1,0,1,0,0,56.0,0,0,0,0,1,0,1,0,0,1,0
0,0,2016,November,45,5,0,1,2,0,0,1,1,0,1,1,0,0,0,78.0,0,0,0,1,0,0,1,0,0,1,0
0,7,2016,April,18,25,1,1,2,0,0,1,0,0,0,0,1,0,0,65.0,0,1,0,0,1,0,0,0,0,1,0
0,119,2017,June,22,3,2,4,2,2,0,1,0,0,0,1,1,0,0,175.0,0,1,0,1,0,0,0,0,0,0,1
1,197,2017,July,29,19,0,3,2,0,0,1,0,0,0,2,1,0,0,152.5,0,0,0,0,1,0,0,0,0,1,0
0,9,2017,May,21,27,2,1,1,1,0,1,0,0,0,0,1,0,0,140.98,0,1,0,0,1,0,0,0,0,1,0
0,128,2015,July,28,8,0,3,1,0,0,1,0,0,0,1,1,0,0,129.0,1,1,0,0,1,0,0,0,0,1,0
0,122,2016,June,23,3,2,5,2,0,0,1,0,0,0,0,1,0,0,83.0,0,0,0,0,1,0,0,0,0,1,0
0,225,2016,May,22,28,1,1,2,0,0,1,0,0,0,0,1,0,0,85.0,0,0,0,0,1,0,1,0,0,0,1
0,0,2015,December,51,19,0,1,2,0,0,1,0,0,0,0,0,0,0,43.0,0,0,0,1,0,0,1,0,0,1,0
1,88,2016,July,29,13,0,3,2,0,0,1,0,0,0,0,1,0,0,204.0,0,0,0,1,0,0,0,0,0,1,0
0,7,2017,March,9,2,1,3,2,0,0,1,0,0,0,0,0,1,0,37.0,0,0,1,0,0,0,1,0,0,0,1
0,33,2016,November,47,15,0,4,1,0,0,1,0,0,0,0,1,0,0,26.99,0,1,0,0,1,0,0,0,0,1,0
0,194,2017,July,28,14,0,1,2,0,0,1,0,0,0,0,1,0,0,188.0,0,0,0,0,1,0,0,0,0,1,0
0,0,2016,November,47,14,1,2,2,0,0,1,0,0,0,0,1,0,0,85.0,0,2,0,0,1,0,1,0,0,1,0
1,0,2017,August,34,26,0,1,2,0,0,1,0,0,0,0,0,0,0,235.0,0,0,0,1,0,0,0,0,0,1,0
0,6,2017,July,27,7,2,2,2,0,0,1,0,0,0,0,1,0,0,206.0,1,1,0,0,1,0,0,0,0,1,0
0,1,2016,February,8,20,0,1,2,0,0,1,0,0,0,0,1,0,0,48.0,0,0,0,0,1,0,1,0,0,1,0
0,60,2015,November,46,11,0,4,1,0,0,1,0,0,0,0,1,0,0,59.0,1,1,0,0,1,0,1,0,0,1,0
0,0,2016,January,5,27,0,1,1,0,0,1,0,0,0,1,0,0,0,39.0,0,0,0,1,0,0,1,0,0,1,0
0,1,2015,November,47,19,0,1,1,0,0,1,0,0,0,0,0,0,0,38.0,0,0,1,0,0,0,0,0,0,1,0
0,20,2016,February,6,4,2,5,2,0,0,1,0,0,0,0,1,0,0,30.43,0,0,0,0,1,0,0,1,0,0,0
0,49,2016,July,29,14,2,5,2,1,0,1,0,0,0,0,1,0,0,208.34,0,1,0,0,1,0,0,0,0,1,0
0,15,2017,January,1,6,0,2,2,0,0,1,0,0,0,0,1,0,0,80.4,2,1,0,0,1,0,0,0,0,0,1
0,232,2017,June,24,13,2,5,2,0,0,1,0,0,0,0,1,0,0,72.2,0,1,0,0,1,0,0,0,0,1,0
1,0,2016,October,44,28,0,1,2,0,0,1,0,0,0,0,1,0,0,73.0,0,0,0,0,1,0,0,0,0,1,0
1,32,2016,April,17,19,2,5,2,0,0,1,0,0,0,0,1,0,0,69.36,0,0,0,1,0,0,0,0,0,0,1
0,24,2017,June,23,8,0,2,2,0,0,1,0,0,0,0,1,0,0,69.5,0,0,0,0,1,0,0,0,0,1,0
0,1,2016,January,4,23,0,1,2,0,0,1,0,0,0,0,1,0,0,51.0,0,0,0,1,0,0,0,0,0,1,0
0,12,2016,October,41,8,0,1,3,1,0,1,0,0,0,0,1,0,0,155.0,0,0,0,1,0,0,0,0,0,1,0
0,6,2017,August,33,17,0,1,1,0,0,1,0,0,0,0,1,0,0,0.0,0,0,1,0,0,0,1,0,0,1,0
1,77,2017,February,6,8,0,3,2,0,0,1,0,0,0,0,1,0,0,33.26,0,0,0,1,0,0,0,0,0,1,0
0,165,2017,July,27,3,1,3,2,1,0,1,0,0,0,3,1,0,0,172.2,0,3,0,1,0,0,0,0,0,1,0
0,383,2016,October,41,6,0,3,3,0,0,1,0,0,0,1,1,0,0,66.0,0,0,0,0,1,0,1,0,0,0,1
0,42,2016,February,8,16,0,4,2,0,0,1,0,0,0,0,1,0,0,28.1,0,0,0,0,1,0,0,0,0,1,0
0,0,2015,November,48,23,1,2,1,0,0,1,1,0,1,0,0,1,0,35.0,0,0,1,0,0,0,0,0,0,1,0
0,6,2016,September,39,24,1,1,2,0,0,1,0,0,0,0,1,0,0,97.5,0,1,0,0,1,0,0,0,0,1,0
1,306,2017,August,32,11,0,2,1,0,0,1,0,0,0,0,1,0,0,167.18,0,2,0,0,1,0,0,0,0,1,0
0,169,2017,August,34,20,2,3,2,0,1,1,0,0,0,2,1,0,0,262.0,1,4,0,0,1,0,0,0,0,1,0
0,4,2017,January,2,14,0,1,2,0,0,1,0,0,0,0,1,0,0,100.0,0,1,0,0,1,0,1,0,0,0,1
0,41,2016,October,41,4,0,4,2,0,0,1,0,0,0,0,1,0,0,57.0,0,0,0,0,1,0,0,0,0,1,0
1,86,2017,March,10,9,0,3,2,0,0,0,0,0,0,0,1,0,0,46.0,0,0,0,0,1,1,0,0,0,1,0
0,0,2015,November,45,5,0,1,1,0,0,1,0,0,0,0,0,0,0,40.0,0,0,1,0,0,0,0,0,0,1,0
0,220,2017,August,35,27,1,0,2,0,0,1,0,0,0,1,1,0,0,128.7,0,0,0,0,1,0,0,0,0,0,1
1,128,2016,December,49,3,0,1,2,0,0,1,0,0,0,0,0,0,0,64.0,0,0,0,1,0,0,0,0,0,0,1
0,40,2016,May,21,17,0,2,2,0,0,1,0,0,0,0,1,0,0,46.0,0,0,0,0,1,0,1,0,0,0,1
0,30,2016,November,46,10,0,0,2,0,0,1,0,0,0,1,1,0,0,0.0,0,0,0,0,1,0,0,0,0,1,0
1,31,2016,April,18,29,1,2,2,0,0,1,0,0,0,0,1,0,0,108.67,0,0,0,0,1,0,0,0,0,1,0
0,182,2017,July,29,17,2,5,2,0,0,1,0,0,0,3,1,0,0,152.15,0,1,0,0,1,0,0,0,0,1,0
0,25,2016,January,3,14,0,2,2,2,0,1,0,0,0,0,1,0,0,79.0,0,1,0,0,1,0,0,0,0,1,0
0,138,2017,March,9,2,0,3,2,0,0,1,0,0,0,0,1,0,0,41.58,0,2,0,0,1,0,1,0,0,1,0
1,15,2015,November,48,27,0,2,2,0,0,1,0,1,0,0,0,0,0,60.0,0,0,0,1,0,0,0,0,0,0,1
1,10,2017,April,14,3,1,1,1,0,0,1,0,0,0,0,0,1,0,45.0,0,0,1,0,0,1,1,0,0,1,0
0,50,2017,August,33,14,1,4,2,0,0,1,0,0,0,0,1,0,0,299.0,1,1,0,1,0,0,0,0,0,1,0
1,29,2015,August,35,23,2,4,2,0,0,1,0,0,0,0,0,0,0,201.5,0,1,0,1,0,0,0,0,0,1,0
0,21,2017,January,4,26,0,3,2,0,0,1,0,0,0,0,1,0,0,48.0,0,1,0,0,1,0,1,0,0,0,1
0,23,2017,August,32,11,0,1,2,0,0,1,0,0,0,0,1,0,0,241.0,0,2,0,0,1,0,0,0,0,1,0
1,0,2016,August,36,29,1,0,2,0,0,1,0,0,0,0,0,0,0,150.0,0,0,0,1,0,0,0,0,0,1,0
0,51,2015,September,40,30,2,4,2,0,1,1,0,0,0,0,1,0,0,100.33,1,2,0,0,1,0,1,0,0,1,0
0,37,2016,January,2,7,0,2,2,0,0,1,0,0,0,0,1,0,0,26.0,0,0,0,0,1,0,1,0,0,1,0
1,15,2016,March,11,9,0,3,2,0,0,1,0,0,0,0,1,0,0,59.0,0,0,0,0,1,0,0,0,0,0,1
0,37,2015,November,46,8,2,5,2,0,0,1,0,0,0,1,1,1,0,52.2,0,0,1,0,0,0,0,0,0,0,1
0,0,2016,February,7,10,0,1,1,0,0,1,0,0,0,1,0,0,0,45.0,0,0,0,1,0,0,1,0,0,1,0
0,19,2016,August,35,23,1,5,2,0,0,1,1,0,1,3,0,0,0,245.2,1,1,0,0,1,0,0,0,0,1,0
1,178,2015,September,38,13,2,2,2,0,0,1,0,0,0,0,1,0,0,91.0,0,1,0,0,1,0,0,0,0,0,1
0,336,2016,September,38,15,1,3,2,0,0,1,0,0,0,3,0,1,0,73.5,1,0,0,1,0,0,0,0,0,0,1
1,186,2017,August,32,12,2,5,2,2,0,1,0,0,0,0,1,0,0,208.57,0,0,0,0,1,0,0,0,0,1,0
1,168,2016,April,16,12,0,2,2,0,0,1,0,0,0,0,1,0,0,86.0,0,0,0,0,1,1,0,0,0,1,0
0,2,2016,August,33,12,1,2,2,0,0,1,0,0,0,0,1,0,0,239.67,0,1,0,0,1,0,0,0,0,1,0
1,40,2015,November,46,11,0,4,1,0,0,1,0,0,0,0,1,0,0,40.0,0,0,1,0,0,0,0,0,0,0,1
1,31,2016,August,35,25,0,2,2,0,0,1,0,0,0,3,1,0,0,197.1,0,1,0,1,0,0,0,0,0,1,0
1,277,2015,October,41,5,4,10,2,0,0,1,0,1,0,0,1,0,0,78.5,0,0,0,1,0,1,0,0,0,1,0
1,40,2016,April,15,5,0,5,2,0,0,1,0,0,0,0,1,0,0,58.0,0,1,0,0,1,0,0,0,0,1,0
0,2,2015,December,49,3,0,2,2,0,0,1,0,0,0,0,0,0,0,34.0,0,0,0,1,0,0,0,0,0,1,0
0,1,2017,May,20,15,1,0,2,0,0,1,1,0,4,0,1,0,0,54.0,0,1,0,0,1,0,1,0,0,1,0
0,2,2017,March,13,30,0,1,1,0,0,1,0,0,3,0,0,1,0,35.0,1,0,1,0,0,0,0,0,0,1,0
1,50,2017,June,26,28,2,5,2,0,0,1,0,0,0,0,1,0,0,76.0,0,0,1,0,0,0,0,0,0,1,0
0,280,2017,August,32,6,2,0,2,0,0,1,0,0,0,0,1,0,0,138.38,0,1,0,0,1,0,0,0,0,1,0
0,150,2015,August,33,9,2,5,2,1,1,1,0,0,0,0,1,0,0,120.38,0,3,0,0,1,0,1,0,0,1,0
0,206,2017,July,31,30,4,6,2,1,0,1,0,0,0,0,1,0,0,190.7,1,2,0,0,1,0,0,0,0,1,0
0,183,2016,October,40,1,2,5,2,0,0,1,0,0,0,0,1,0,0,69.0,0,2,0,0,1,0,0,0,0,1,0
1,310,2016,September,40,25,4,10,2,0,0,1,0,0,0,0,1,0,0,76.5,0,0,0,0,1,0,0,1,0,0,0
0,127,2017,July,29,18,0,4,2,0,0,1,0,0,0,0,1,0,0,212.0,0,1,0,0,1,0,0,0,0,1,0
1,264,2016,June,23,4,1,1,2,0,0,1,0,0,0,0,1,0,0,64.8,0,3,0,0,1,0,0,0,0,1,0
0,0,2017,January,3,19,0,3,2,1,1,1,0,0,0,3,0,0,0,49.1,0,0,0,1,0,0,0,0,0,1,0
0,0,2016,February,6,1,1,2,1,0,0,1,0,0,1,0,0,1,0,30.0,0,0,1,0,0,0,1,0,0,1,0
1,181,2016,October,43,16,2,1,2,0,0,1,0,0,0,0,1,0,0,37.0,0,0,0,0,1,1,0,0,0,1,0
1,18,2017,May,21,22,1,3,2,2,0,1,0,0,0,0,1,0,0,133.75,0,1,0,0,1,0,0,0,0,1,0
0,82,2017,July,28,14,2,4,3,0,0,1,0,0,0,0,1,0,0,209.33,0,1,0,0,1,0,0,0,0,1,0
1,16,2017,February,7,17,1,2,2,0,0,1,0,0,0,0,0,1,0,48.0,0,0,1,0,0,0,0,0,0,0,1
0,101,2016,December,51,15,0,2,1,0,0,1,0,0,0,0,1,0,0,25.64,0,3,0,0,1,0,1,0,0,1,0
1,55,2016,August,35,21,2,2,3,1,0,1,0,0,0,0,1,0,0,274.0,0,0,0,0,1,0,0,0,0,1,0
1,118,2016,May,21,19,3,8,2,0,0,1,0,0,0,0,1,0,0,60.3,0,1,0,0,1,0,0,0,0,0,1
0,9,2017,March,13,30,0,2,2,0,0,1,0,0,0,0,1,0,0,60.0,0,1,0,0,1,0,0,0,0,1,0
0,26,2016,November,46,8,0,4,1,0,0,1,0,0,0,1,1,0,0,53.2,0,1,0,0,1,0,1,0,0,1,0
0,2,2017,March,10,10,0,2,2,0,0,1,0,0,0,1,1,0,0,97.0,0,1,0,1,0,0,0,0,0,1,0
0,0,2016,April,15,6,0,1,1,0,0,1,1,0,6,0,0,0,0,50.0,0,1,0,1,0,0,1,0,0,1,0
1,70,2016,March,13,24,0,2,2,0,0,1,0,0,0,0,1,0,0,73.0,0,2,0,0,1,0,0,0,0,1,0
0,16,2017,March,12,19,2,2,2,0,0,1,0,0,0,1,0,0,0,80.0,0,0,0,1,0,0,0,0,0,0,1
1,244,2015,September,36,2,2,5,2,0,0,1,0,24,0,0,1,0,0,8.0,0,0,0,0,1,0,0,0,0,0,1
0,1,2017,June,25,23,0,2,2,0,0,1,0,0,0,0,1,0,0,184.0,0,1,0,0,1,0,0,0,0,1,0
1,383,2016,October,41,6,1,3,2,0,0,1,0,0,0,0,1,0,0,48.0,0,0,0,0,1,0,0,0,0,0,1
1,146,2016,August,33,10,2,4,2,0,0,1,0,0,0,0,1,0,0,246.0,0,0,0,0,1,0,0,0,0,1,0
0,2,2016,December,52,22,0,1,1,0,0,1,1,0,1,1,1,0,0,47.4,0,0,0,0,1,0,0,0,1,0,0
1,164,2015,July,28,11,2,5,2,0,0,1,0,0,0,0,0,0,0,115.0,0,0,0,1,0,0,1,0,0,1,0
0,28,2015,December,52,25,0,2,1,0,0,1,0,0,0,0,1,0,0,25.0,0,1,0,0,1,0,0,0,0,1,0
0,63,2017,August,33,18,0,2,2,0,0,1,0,0,0,0,1,0,0,286.0,0,2,0,0,1,0,1,0,0,1,0
1,304,2017,June,23,8,2,3,2,0,0,1,0,0,0,1,1,0,0,94.0,0,0,0,0,1,1,0,0,0,1,0
0,1,2016,November,47,18,0,1,2,0,0,1,0,0,0,0,1,0,0,71.0,1,1,0,0,1,0,1,0,0,1,0
0,2,2017,June,26,25,1,0,2,0,0,1,0,0,0,0,1,0,0,101.7,0,1,0,0,1,0,0,0,0,1,0
1,12,2017,March,12,19,2,5,2,0,0,1,0,0,0,0,1,0,0,34.0,0,0,0,0,1,0,0,0,0,0,1
0,52,2016,March,11,10,0,3,2,0,0,1,0,0,0,0,1,0,0,56.0,0,0,0,0,1,0,0,0,0,1,0
0,0,2016,January,3,12,0,1,1,0,0,1,1,0,0,0,1,0,0,26.0,0,1,0,0,1,0,0,0,0,1,0
0,33,2015,August,33,12,0,1,2,0,0,1,0,0,0,0,0,1,0,191.0,0,0,1,0,0,0,1,0,0,1,0
0,1,2016,December,52,19,1,0,2,0,0,1,0,0,0,0,1,0,0,48.0,0,1,0,0,1,0,1,0,0,1,0
0,38,2016,November,47,14,1,3,1,0,0,1,0,0,1,1,1,0,0,60.7,0,0,0,0,1,0,1,0,0,1,0
0,258,2016,June,27,29,2,5,2,0,0,1,0,0,0,0,1,0,0,68.54,0,2,0,0,1,0,0,0,0,1,0
0,45,2017,January,1,6,0,2,2,0,0,1,0,0,0,3,1,0,0,70.8,1,1,0,1,0,0,0,0,0,0,1
1,42,2016,April,18,24,2,3,3,1,0,1,0,0,0,0,1,0,0,124.4,0,0,0,0,1,0,0,0,0,1,0
0,0,2017,February,9,27,1,1,2,0,0,1,0,0,0,0,0,0,0,49.0,0,0,0,1,0,0,0,0,0,1,0
0,180,2016,August,32,4,2,4,2,1,0,1,0,0,0,1,1,0,0,159.5,0,0,0,0,1,0,0,0,0,0,1
0,22,2016,April,15,7,0,3,2,0,0,1,0,0,0,0,1,0,0,73.15,0,1,0,0,1,0,0,0,0,1,0
0,171,2016,April,15,4,1,1,1,0,0,1,0,0,0,1,1,0,0,54.5,0,0,0,0,1,1,0,0,0,0,1
0,194,2016,August,34,15,1,5,2,0,0,1,0,0,0,0,1,0,0,126.9,0,0,0,0,1,0,0,0,0,1,0
0,32,2017,August,31,5,2,3,2,0,0,1,0,0,0,0,1,0,0,276.0,0,2,0,0,1,0,0,0,0,1,0
