IsCanceled,LeadTime,ArrivalDateYear,ArrivalDateMonth,ArrivalDateWeekNumber,ArrivalDateDayOfMonth,StaysInWeekendNights,StaysInWeekNights,Adults,Children,Babies,Meal,IsRepeatedGuest,PreviousCancellations,PreviousBookingsNotCanceled,BookingChanges,Agent,Company,DaysInWaitingList,ADR,RequiredCarParkingSpaces,TotalOfSpecialRequests,Corporate,Direct,GDS,TA/TO,Deposit,RoomTypeDifference,Contract,Group,Transient,Transient-Party
0,104,2017,April,14,6,2,3,2,1.0,0,1,0,0,0,0,1,0,0,101.15,0,0,0,0,0,1,0,0,0,0,1,0
0,198,2017,August,34,22,0,4,2,0.0,0,0,0,0,0,0,1,0,0,99.0,0,0,0,0,0,1,0,0,0,0,1,0
0,60,2016,November,48,25,2,2,2,0.0,0,1,0,0,0,0,1,0,0,75.0,0,0,0,0,0,1,0,1,0,0,1,0
1,103,2016,April,17,19,0,2,1,0.0,0,1,0,0,0,0,1,0,0,115.0,0,0,0,0,0,1,1,0,0,0,1,0
0,82,2016,May,19,2,1,1,1,0.0,0,1,0,0,0,1,1,0,0,80.0,0,1,0,0,0,1,0,1,0,0,0,1
0,434,2017,June,22,3,2,1,2,0.0,0,1,0,0,0,0,1,0,0,112.67,0,1,0,0,0,1,0,0,0,0,0,1
0,14,2016,November,49,29,0,1,1,0.0,0,1,0,0,0,0,1,0,0,79.0,0,0,1,0,0,0,0,0,0,0,1,0
0,7,2017,August,32,12,2,1,2,0.0,0,0,0,0,0,0,1,0,0,180.0,0,1,0,0,0,1,0,0,0,0,1,0
1,69,2017,April,14,8,0,1,3,0.0,0,1,0,0,0,0,1,0,0,162.0,0,0,0,0,0,1,0,0,0,0,1,0
1,71,2016,June,25,14,0,3,1,0.0,0,1,0,0,0,0,1,0,0,120.0,0,0,0,0,0,1,1,0,0,0,1,0
0,157,2016,August,34,19,2,3,2,2.0,0,1,0,0,0,0,1,0,0,217.6,0,2,0,0,0,1,0,0,0,0,1,0
1,55,2017,May,22,31,0,2,2,0.0,0,1,0,0,0,0,0,0,0,135.0,0,0,0,0,0,1,1,0,0,0,1,0
0,80,2017,May,19,11,1,3,2,0.0,0,0,0,0,0,0,1,0,0,121.5,0,0,0,0,0,1,0,0,0,0,1,0
0,35,2016,August,34,15,1,1,2,0.0,0,1,0,0,0,0,1,0,0,135.9,0,1,0,0,0,1,0,1,0,0,1,0
0,57,2016,June,24,10,1,2,1,0.0,0,1,0,0,0,1,1,0,0,75.33,0,0,0,0,0,1,0,1,0,0,0,1
0,14,2015,December,53,27,2,2,2,0.0,0,1,0,0,0,0,1,0,0,105.0,0,1,0,1,0,0,0,0,0,0,0,1
0,1,2017,February,7,16,0,1,2,0.0,0,1,0,0,0,0,1,0,0,95.2,0,0,0,0,0,1,0,0,0,0,1,0
1,212,2016,August,33,13,1,1,2,0.0,0,1,0,0,0,0,1,0,0,96.0,0,0,0,0,0,1,1,0,0,0,1,0
0,37,2016,June,26,21,0,3,2,0.0,0,0,0,0,0,0,1,0,0,89.1,0,1,0,0,0,1,0,0,0,0,1,0
0,121,2016,June,25,16,0,3,2,0.0,0,0,0,0,0,1,1,0,0,85.0,0,0,0,0,0,1,0,0,0,0,1,0
0,81,2016,May,21,15,2,0,2,0.0,0,1,0,0,0,0,1,0,0,90.0,0,1,0,0,0,1,0,1,0,0,0,1
1,146,2016,April,18,24,2,0,2,0.0,0,1,0,0,0,0,1,0,50,95.0,0,0,0,0,0,1,1,0,0,0,1,0
1,199,2016,October,44,28,0,2,2,0.0,0,1,0,0,0,0,1,0,0,95.0,0,0,0,0,0,1,0,0,0,0,0,1
0,5,2016,February,7,12,0,1,2,1.0,0,1,0,0,0,0,1,0,0,110.0,0,3,0,0,0,1,0,1,0,0,0,1
1,314,2016,October,42,12,0,3,2,0.0,0,1,0,0,0,0,1,0,68,75.0,0,0,0,0,0,1,1,0,0,0,1,0
1,44,2015,September,37,10,0,2,2,0.0,0,1,0,0,0,0,1,0,0,126.0,0,0,0,0,0,1,1,0,0,0,1,0
1,65,2015,September,36,5,1,1,2,0.0,0,1,0,0,0,0,1,0,0,62.0,0,0,0,0,0,1,1,0,0,0,1,0
0,22,2016,February,9,26,1,2,2,0.0,0,1,0,0,0,0,1,0,0,72.64,0,1,0,0,0,1,0,0,0,0,1,0
1,88,2017,March,9,1,0,3,1,0.0,0,1,0,0,0,0,1,0,0,97.2,0,0,0,0,0,1,0,0,0,0,1,0
0,26,2016,October,41,3,1,2,2,0.0,0,0,0,0,0,0,1,0,0,142.0,1,2,0,0,0,1,0,0,0,0,1,0
0,120,2017,June,23,8,0,3,2,0.0,0,1,0,0,0,0,1,0,0,126.0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,2016,April,16,13,0,1,1,0.0,0,0,0,0,0,0,1,0,0,89.0,0,0,0,0,0,1,0,1,0,0,1,0
0,2,2017,June,26,28,0,2,2,0.0,0,1,0,0,0,0,1,0,0,185.0,0,0,0,1,0,0,0,0,0,0,1,0
0,18,2016,June,25,13,1,4,2,0.0,0,1,0,0,0,3,1,0,0,94.4,0,1,0,0,0,1,0,0,0,0,1,0
0,2,2016,May,20,11,0,1,1,0.0,0,1,1,0,7,0,0,1,0,67.0,1,0,1,0,0,0,0,1,0,0,0,1
0,193,2016,September,40,30,1,2,2,0.0,0,1,0,0,0,0,0,0,0,132.0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,2017,July,28,15,0,1,2,0.0,0,1,0,0,0,0,1,0,0,160.0,0,2,0,0,0,1,0,0,0,0,1,0
0,16,2015,October,42,15,1,3,1,0.0,0,1,0,0,0,0,1,0,0,65.0,0,0,0,0,0,1,0,1,0,0,0,1
0,8,2015,August,35,26,0,4,2,0.0,0,1,0,0,0,0,1,0,0,90.0,0,2,0,0,0,1,0,1,1,0,0,0
0,209,2017,August,32,6,2,1,2,0.0,0,1,0,0,0,0,1,0,0,130.5,0,1,0,0,0,1,0,0,0,0,0,1
0,6,2016,August,34,14,2,2,2,0.0,0,1,0,0,0,0,1,0,0,170.0,0,2,0,0,0,1,0,0,0,0,1,0
1,30,2017,June,25,21,0,3,2,0.0,0,1,0,0,0,0,1,0,0,206.67,0,1,0,0,0,1,0,0,0,0,1,0
0,213,2017,August,35,28,1,3,1,0.0,0,1,0,0,0,1,1,0,0,104.0,0,0,0,0,0,1,0,0,0,0,0,1
1,67,2016,May,20,13,0,2,2,0.0,0,0,0,0,0,0,1,0,0,116.1,0,0,0,0,0,1,0,0,0,0,1,0
0,84,2016,March,11,12,2,5,2,0.0,0,1,0,0,0,0,1,0,0,73.95,0,0,0,0,0,1,0,0,0,0,1,0
0,13,2016,March,13,20,1,0,2,0.0,0,1,0,0,0,1,1,0,0,85.0,0,0,0,0,0,1,0,1,0,0,0,1
1,65,2016,June,27,26,2,2,3,0.0,0,1,0,0,0,0,1,0,0,137.7,0,0,0,0,0,1,0,0,0,0,1,0
0,155,2016,September,37,8,0,1,2,1.0,0,1,0,0,0,1,1,0,0,143.1,0,2,0,0,0,1,0,1,0,0,1,0
1,272,2015,July,29,16,0,2,2,0.0,0,1,1,1,0,0,1,0,0,62.8,0,0,0,0,0,1,0,0,0,0,0,1
1,304,2015,August,34,17,1,1,2,0.0,0,1,0,1,0,0,1,0,0,62.0,0,0,0,0,0,1,1,0,1,0,0,0
0,0,2016,May,21,20,0,0,1,0.0,0,1,1,0,0,0,1,0,0,0.0,0,0,1,0,0,0,0,1,0,0,0,1
0,4,2015,November,48,27,0,2,1,0.0,0,1,0,0,0,0,1,0,0,62.0,0,0,0,0,0,1,0,0,0,0,0,1
1,67,2016,October,43,17,1,0,1,0.0,0,1,0,0,0,0,1,0,0,115.0,0,0,0,0,0,1,1,0,0,0,1,0
0,194,2016,October,41,8,2,4,2,0.0,0,0,0,0,0,0,1,0,0,105.6,0,1,0,0,0,1,0,0,0,0,1,0
0,98,2015,November,48,23,1,2,1,0.0,0,1,0,0,0,0,1,0,0,70.0,0,0,0,0,0,1,0,0,0,0,0,1
0,11,2016,March,12,19,2,1,2,0.0,0,1,0,0,0,0,1,0,0,119.67,0,1,0,0,0,1,0,0,0,0,1,0
1,211,2017,May,21,24,0,4,2,0.0,0,0,0,0,0,0,1,0,0,107.1,0,0,0,0,0,1,0,0,0,0,1,0
0,21,2016,November,49,30,0,2,1,0.0,0,1,0,0,0,0,0,0,0,76.0,0,0,0,1,0,0,0,0,0,0,0,1
1,53,2016,April,18,25,1,2,2,0.0,0,1,0,0,0,0,1,0,0,119.1,0,1,0,0,0,1,0,0,0,0,1,0
0,8,2016,December,51,12,1,0,1,0.0,0,1,0,0,0,0,1,0,0,96.0,0,2,0,0,0,1,0,1,0,0,1,0
1,81,2016,April,15,3,2,3,2,0.0,0,0,0,0,0,0,1,0,0,73.9,0,0,0,0,0,1,0,0,0,0,1,0
0,16,2016,March,14,29,0,4,2,0.0,0,1,0,0,0,0,1,0,0,141.0,0,1,0,0,0,1,0,0,0,0,1,0
0,4,2016,November,47,18,2,2,2,0.0,0,0,0,0,0,3,1,0,0,87.63,0,1,0,0,0,1,0,0,0,0,1,0
1,62,2016,December,52,23,1,2,2,1.0,0,1,0,0,0,0,1,0,0,120.88,0,1,0,0,0,1,0,0,0,0,1,0
1,16,2017,May,18,2,0,3,2,0.0,0,0,0,0,0,0,1,0,0,120.0,0,1,0,0,0,1,0,0,0,0,1,0
1,254,2017,May,19,12,0,2,2,0.0,0,1,0,0,0,0,1,0,0,139.5,0,0,0,0,0,1,0,0,0,0,1,0
1,77,2016,February,9,24,0,2,2,0.0,0,1,0,0,0,0,1,0,0,64.0,0,0,0,0,0,1,1,0,0,0,1,0
1,344,2016,June,25,16,0,2,2,0.0,0,1,0,0,0,0,1,0,0,62.0,0,0,0,0,0,1,1,0,0,0,1,0
1,74,2017,April,16,17,1,3,3,0.0,0,1,0,0,0,0,1,0,0,171.0,0,0,0,0,0,1,0,0,0,0,1,0
0,136,2017,July,29,19,0,3,2,1.0,0,1,0,0,0,1,1,0,0,174.0,0,3,0,0,0,1,0,0,0,0,1,0
1,250,2016,August,32,4,0,2,2,0.0,0,1,0,0,0,0,1,0,0,90.25,0,1,0,1,0,0,0,0,0,0,0,1
0,17,2015,December,53,28,1,3,2,0.0,0,1,0,0,0,0,1,0,0,136.0,1,1,0,0,0,1,0,0,0,0,1,0
1,12,2015,July,29,18,2,2,2,0.0,0,1,0,0,0,0,1,0,0,62.0,0,0,0,0,0,1,0,0,0,0,0,1
0,16,2017,March,12,23,0,1,1,0.0,0,1,0,0,0,0,0,0,0,93.0,0,0,0,1,0,0,0,0,0,0,1,0
0,4,2015,October,43,19,1,0,2,0.0,0,1,0,0,0,0,0,1,0,12.0,0,0,1,0,0,0,0,1,0,0,1,0
1,75,2016,October,45,30,2,0,2,0.0,0,1,0,0,0,0,1,0,0,105.0,0,0,0,0,0,1,1,0,0,0,1,0
1,263,2016,December,53,26,1,3,2,0.0,0,0,0,0,0,0,1,0,0,63.75,0,0,0,0,0,1,0,0,0,0,1,0
1,9,2015,August,34,17,1,2,1,2.0,0,1,0,0,0,0,1,0,0,153.0,0,2,0,0,0,1,0,0,0,0,1,0
1,93,2015,December,52,26,2,1,2,0.0,0,1,0,1,0,0,1,0,0,106.2,0,1,0,0,0,1,0,0,1,0,0,0
0,109,2016,June,24,8,0,3,3,0.0,0,1,0,0,0,0,1,0,0,129.59,0,2,0,0,0,1,0,0,0,0,1,0
0,68,2016,November,48,25,0,2,2,0.0,0,1,0,0,0,0,1,0,0,93.6,0,0,0,0,0,1,0,0,0,0,1,0
0,13,2015,September,40,30,0,3,2,0.0,0,1,0,0,0,0,1,0,0,123.67,0,2,0,0,0,1,0,0,0,0,1,0
0,57,2016,December,50,5,1,3,2,0.0,0,0,0,0,0,0,1,0,0,74.8,0,1,0,0,0,1,0,0,0,0,1,0
0,395,2017,May,20,17,0,3,2,0.0,0,1,0,0,0,0,1,0,0,112.67,0,2,0,0,0,1,0,0,0,0,0,1
0,53,2016,November,47,14,1,3,2,0.0,0,1,0,0,0,0,1,0,0,68.0,0,0,0,0,0,1,0,0,0,0,1,0
1,64,2017,March,11,15,0,2,1,0.0,0,1,0,0,0,0,1,0,0,90.0,0,1,0,0,0,1,0,0,0,0,1,0
0,74,2015,September,38,18,0,2,2,0.0,0,1,0,0,0,0,1,0,0,109.0,0,0,0,0,0,1,0,0,0,0,0,1
1,54,2017,January,3,18,0,3,2,0.0,0,1,0,0,0,0,1,0,0,65.0,0,0,0,0,0,1,1,0,0,0,1,0
1,210,2015,October,41,8,1,3,2,0.0,0,1,0,0,0,0,1,0,0,86.0,0,0,0,0,0,1,0,0,0,0,0,1
1,364,2015,October,42,16,0,2,2,0.0,0,1,0,1,0,0,1,0,0,101.5,0,0,0,0,0,1,1,0,0,0,0,1
1,17,2015,September,37,11,0,1,2,0.0,0,1,0,0,0,0,1,0,0,76.81,0,1,0,0,0,1,0,0,0,0,1,0
0,60,2017,August,34,26,1,1,2,0.0,0,1,0,0,0,0,1,0,0,122.4,0,1,0,0,0,1,0,0,0,0,1,0
0,35,2016,September,40,25,2,1,2,0.0,0,1,0,0,0,0,1,0,0,117.0,0,2,0,0,0,1,0,0,0,0,1,0
0,9,2016,January,2,4,1,0,2,0.0,0,1,0,0,0,0,1,0,0,89.0,0,1,0,0,0,1,0,0,0,0,0,1
1,164,2017,May,20,15,1,2,1,0.0,0,1,0,0,0,0,0,0,0,160.0,0,0,0,0,0,1,1,0,0,0,1,0
0,84,2016,August,34,15,1,3,2,0.0,0,1,0,0,0,1,1,0,0,131.4,0,0,0,0,0,1,0,0,0,0,1,0
0,332,2016,September,39,22,1,3,2,0.0,0,1,0,0,0,1,1,0,0,77.23,0,0,0,0,0,1,0,0,0,0,1,0
0,114,2017,February,7,15,0,4,2,0.0,0,1,0,0,0,0,0,1,0,78.0,0,0,0,0,0,1,0,0,0,0,0,1
1,398,2016,August,33,11,0,2,2,0.0,0,1,0,0,0,0,1,0,0,62.0,0,0,0,0,0,1,1,0,0,0,1,0
0,1,2015,August,33,11,0,1,2,0.0,0,1,0,0,0,1,0,0,0,75.0,0,0,0,1,0,0,0,0,0,0,1,0
0,108,2016,March,12,13,2,2,2,0.0,0,1,0,0,0,0,1,0,0,65.96,0,0,0,0,0,1,0,0,0,0,1,0
0,175,2017,June,23,9,0,2,2,0.0,0,1,0,0,0,0,1,0,0,130.0,0,0,0,0,0,1,0,0,0,0,0,1
0,180,2016,October,42,10,1,2,1,0.0,0,1,0,0,0,1,1,0,0,120.0,0,1,0,0,0,1,0,0,0,0,0,1
0,37,2015,October,43,19,1,3,1,0.0,0,1,0,0,0,0,1,0,0,90.9,0,3,0,0,0,1,0,0,0,0,1,0
0,18,2016,January,4,21,0,2,2,0.0,0,0,0,0,0,0,1,0,0,75.0,0,0,0,0,0,1,0,1,0,0,0,1
0,202,2017,April,15,14,1,2,2,0.0,0,0,0,0,0,0,1,0,0,99.0,0,1,0,0,0,1,0,0,0,0,1,0
1,49,2017,May,20,17,0,3,2,0.0,0,1,0,0,0,0,1,0,0,180.0,0,1,0,0,0,1,0,0,0,0,1,0
0,186,2016,April,17,22,1,2,2,0.0,0,1,0,0,0,0,1,0,0,80.0,0,0,0,0,0,1,0,0,0,0,0,1
0,49,2017,February,8,19,2,3,2,0.0,0,1,0,0,0,0,1,0,0,90.1,0,0,0,0,0,1,0,0,0,0,1,0
0,60,2017,July,30,24,1,1,2,0.0,0,1,0,0,0,0,1,0,0,80.1,0,1,0,0,0,1,0,0,0,0,1,0
0,269,2016,September,40,30,1,2,2,0.0,0,1,0,0,0,0,1,0,0,95.4,0,0,0,1,0,0,0,0,0,0,0,1
0,114,2016,May,19,7,2,2,2,0.0,0,1,0,0,0,0,1,0,0,75.27,0,0,0,0,0,1,0,1,0,0,1,0
1,118,2017,August,33,14,1,3,2,0.0,0,0,0,0,0,0,1,0,0,125.0,0,1,0,0,0,1,0,0,0,0,1,0
1,176,2015,August,35,28,2,2,2,0.0,0,1,0,1,0,0,1,0,0,76.5,0,1,0,0,0,1,0,0,0,0,1,0
0,29,2015,December,49,4,1,2,2,2.0,0,1,0,0,0,0,1,0,0,183.67,0,1,0,0,0,1,0,0,1,0,0,0
0,0,2017,January,4,26,0,1,1,0.0,0,1,1,1,5,0,0,1,0,80.0,0,0,1,0,0,0,0,0,0,0,1,0
1,226,2017,June,24,16,1,2,2,0.0,0,1,0,0,0,0,1,0,0,105.0,0,0,0,0,0,1,1,0,0,0,1,0
1,15,2017,January,3,21,1,1,2,0.0,0,0,0,0,0,0,1,0,0,80.0,0,0,0,0,0,1,0,0,0,0,1,0
1,207,2015,September,40,29,0,2,2,0.0,0,1,0,1,0,0,1,0,0,48.0,0,0,0,0,0,1,0,0,0,0,1,0
0,5,2017,June,23,5,1,3,2,0.0,0,1,0,0,0,1,1,0,0,153.0,0,1,0,0,0,1,0,0,0,0,1,0
1,72,2015,December,53,27,2,0,2,0.0,0,1,0,1,0,0,1,0,0,90.0,0,0,0,0,0,1,1,0,0,0,1,0
0,225,2017,May,21,22,1,3,2,0.0,0,0,0,0,0,0,1,0,0,82.47,0,1,0,0,0,1,0,0,0,0,1,0
0,368,2017,June,26,28,0,3,2,0.0,0,1,0,0,0,0,1,0,0,112.67,0,2,0,0,0,1,0,0,0,0,0,1
1,105,2017,May,20,19,0,2,1,0.0,0,1,0,0,0,0,0,0,0,160.0,0,0,0,0,0,1,1,0,0,0,1,0
1,145,2015,August,36,31,1,2,2,0.0,0,1,0,0,0,0,1,0,0,90.0,0,0,0,0,0,1,0,0,0,0,0,1
0,59,2016,October,43,16,2,2,2,0.0,0,1,0,0,0,0,1,0,0,126.0,0,1,0,0,0,1,0,0,0,0,1,0
0,108,2017,August,32,6,2,2,2,0.0,0,1,0,0,0,0,1,0,0,183.0,0,1,0,0,0,1,0,0,0,0,1,0
0,128,2017,May,21,26,1,2,2,0.0,0,1,0,0,0,1,1,0,0,85.0,0,0,0,0,0,1,0,0,0,0,1,0
0,149,2017,August,32,7,2,5,2,0.0,0,1,0,0,0,0,1,0,0,130.5,0,1,0,0,0,1,0,0,0,0,1,0
1,62,2017,April,14,6,0,3,1,0.0,0,1,0,0,0,0,0,0,0,135.0,0,0,0,0,0,1,1,0,0,0,1,0
0,166,2016,August,32,6,2,1,2,0.0,0,0,0,0,0,0,1,0,0,94.5,0,1,0,0,0,1,0,0,0,0,0,1
1,156,2017,April,17,26,0,3,2,0.0,0,1,0,0,0,0,1,0,0,100.0,0,0,0,0,0,1,1,0,0,0,1,0
0,1,2016,March,12,15,0,2,1,0.0,0,1,1,0,1,0,0,1,0,55.0,1,0,0,1,0,0,0,0,0,0,1,0
0,61,2016,December,50,7,0,4,2,0.0,0,1,0,0,0,0,1,0,0,96.9,0,1,0,0,0,1,0,0,0,0,1,0
0,23,2016,October,41,7,2,5,2,0.0,0,1,0,0,0,0,1,0,0,94.0,0,0,0,0,0,1,0,1,0,0,1,0
0,35,2017,May,19,10,0,1,1,0.0,0,1,0,0,0,1,1,0,0,140.0,0,0,0,0,0,1,0,0,0,0,0,1
0,13,2016,April,18,26,0,2,1,0.0,0,0,0,0,0,0,1,0,0,104.0,0,0,0,0,0,1,0,0,0,0,1,0
0,145,2016,July,31,28,0,2,2,0.0,0,1,0,0,0,0,1,0,0,118.8,0,0,0,0,0,1,0,0,0,0,0,1
1,117,2017,May,18,6,2,1,2,0.0,0,0,0,0,0,0,1,0,0,96.0,0,0,0,0,0,1,0,0,0,0,1,0
1,229,2016,October,43,22,2,2,2,0.0,0,1,0,0,0,0,1,0,0,89.25,0,0,0,0,0,1,1,0,0,0,1,0
1,353,2015,October,41,5,1,1,2,0.0,0,1,0,1,0,0,1,0,0,62.0,0,0,0,0,0,1,1,0,1,0,0,0
1,28,2017,March,9,2,0,3,2,0.0,0,1,0,0,0,0,0,0,0,95.0,0,0,0,0,0,1,1,0,0,0,1,0
1,106,2016,April,18,27,2,9,2,0.0,0,1,0,0,0,0,1,0,0,102.39,0,0,0,0,0,1,0,0,0,0,1,0
0,9,2015,September,37,11,0,2,2,0.0,0,1,0,0,0,0,1,0,0,128.5,0,2,0,0,0,1,0,0,1,0,0,0
0,93,2016,June,27,26,1,0,2,0.0,0,0,0,0,0,0,1,0,0,85.5,0,1,0,0,0,1,0,0,0,0,1,0
1,42,2016,November,49,29,0,3,2,0.0,0,1,0,0,0,0,0,1,0,90.0,0,0,0,0,0,1,1,0,0,0,1,0
0,168,2015,September,37,11,0,2,1,0.0,0,1,0,0,0,1,1,0,0,50.0,0,0,0,0,0,1,0,0,0,0,0,1
1,15,2016,January,4,21,0,1,1,0.0,0,0,0,0,0,0,1,0,0,75.0,0,1,0,0,0,1,0,0,0,0,0,1
0,122,2016,March,14,27,2,1,2,0.0,0,1,0,0,0,0,1,0,0,107.0,0,1,0,0,0,1,0,0,0,0,0,1
1,48,2016,August,36,30,0,2,1,0.0,0,1,0,0,0,1,0,1,0,65.0,0,0,1,0,0,0,0,0,0,0,1,0
1,219,2016,October,41,3,1,3,2,0.0,0,1,0,0,0,0,1,0,0,102.85,0,1,0,0,0,1,0,0,0,0,0,1
0,116,2017,March,12,24,0,2,1,0.0,0,1,0,0,0,0,1,0,0,90.0,0,0,0,0,0,1,0,0,0,0,0,1
0,265,2016,April,17,20,0,4,2,0.0,0,1,0,0,0,0,1,0,176,99.0,0,0,0,0,0,1,0,0,0,0,0,1
0,164,2015,October,40,2,0,2,1,0.0,0,1,0,0,0,0,1,0,0,100.0,0,0,0,0,0,1,0,0,0,0,0,1
0,79,2017,April,15,11,0,3,2,0.0,0,1,0,0,0,1,1,0,0,165.0,0,1,0,0,0,1,0,1,0,0,1,0
1,92,2017,March,11,15,0,3,2,0.0,0,1,0,0,0,0,0,0,0,85.0,0,0,0,1,0,0,1,0,0,0,1,0
1,12,2016,August,34,14,2,2,2,0.0,0,0,0,0,0,0,1,0,0,131.5,0,3,0,0,0,1,0,0,0,0,1,0
0,60,2017,March,13,30,1,3,2,0.0,0,1,0,0,0,0,1,0,0,104.4,0,0,0,0,0,1,0,0,0,0,1,0
0,4,2016,March,11,7,1,3,2,0.0,0,1,0,0,0,0,1,0,0,106.0,0,0,0,0,0,1,0,0,0,0,0,1
0,68,2016,October,45,30,2,1,2,0.0,0,1,0,0,0,0,1,0,0,96.6,0,2,0,0,0,1,0,0,0,0,1,0
0,43,2015,August,34,21,2,2,2,0.0,0,1,0,0,0,1,1,0,0,80.25,0,0,0,0,0,1,0,1,0,0,0,1
0,30,2016,April,16,12,0,2,2,0.0,0,1,0,0,0,0,1,0,0,75.6,0,0,0,0,0,1,0,0,0,0,1,0
0,1,2017,July,30,28,2,3,1,0.0,0,1,0,0,0,0,0,1,0,111.5,0,0,1,0,0,0,0,1,0,0,1,0
1,85,2017,February,8,20,1,4,2,0.0,0,0,0,0,0,0,1,0,0,74.8,0,1,0,0,0,1,0,0,0,0,1,0
0,19,2015,October,41,6,0,3,2,0.0,0,1,1,0,0,0,1,0,0,90.0,0,1,0,0,0,1,0,0,0,0,0,1
0,62,2017,April,16,18,0,3,2,0.0,0,1,0,0,0,0,1,0,0,135.0,0,2,0,0,0,1,0,0,0,0,1,0
0,80,2017,May,19,11,1,3,2,0.0,0,1,0,0,0,1,0,0,0,112.55,0,0,0,1,0,0,0,0,0,0,0,1
0,31,2017,February,8,20,1,3,3,0.0,0,1,0,0,0,0,1,0,0,153.0,0,2,0,0,0,1,0,0,0,0,1,0
0,192,2017,July,28,15,2,3,3,0.0,0,1,0,0,0,0,1,0,0,147.9,0,3,0,0,0,1,0,0,0,0,1,0
0,20,2017,June,24,13,0,1,1,0.0,0,1,0,0,0,1,1,0,0,95.0,0,0,0,0,0,1,0,0,0,0,1,0
0,41,2016,June,27,28,0,1,2,0.0,0,1,0,0,0,0,1,0,0,85.6,0,0,0,0,0,1,0,0,0,0,0,1
0,138,2016,November,49,30,0,3,1,0.0,0,0,0,0,0,3,1,0,0,82.2,0,2,0,0,0,1,0,0,0,0,1,0
0,39,2016,March,13,24,0,3,3,0.0,0,1,0,0,0,1,1,0,0,142.8,1,1,0,0,0,1,0,1,0,0,1,0
0,10,2016,May,21,21,1,1,2,0.0,0,1,0,0,0,0,1,0,0,107.0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,2016,February,9,24,0,1,1,0.0,0,0,0,0,0,0,1,0,0,85.0,0,0,0,0,0,1,0,0,0,0,1,0
0,7,2015,December,51,18,1,2,2,0.0,1,1,0,0,0,1,1,0,0,170.0,0,2,0,1,0,0,0,0,0,0,1,0
0,266,2016,December,53,30,0,2,2,0.0,0,1,0,0,0,0,1,0,0,96.3,1,1,0,0,0,1,0,0,0,0,1,0
0,134,2016,April,15,9,1,1,2,0.0,0,1,0,0,0,0,1,0,0,90.0,0,1,0,0,0,1,0,0,0,0,0,1
0,38,2016,December,49,2,0,2,2,0.0,0,1,0,0,0,0,0,0,9,85.0,0,0,0,0,0,1,0,0,0,0,0,1
1,22,2016,September,40,26,1,3,2,0.0,0,1,0,0,0,0,1,0,0,139.0,0,0,0,0,0,1,0,0,0,0,1,0
0,13,2016,February,6,6,2,1,3,0.0,0,1,0,0,0,0,1,0,0,130.0,0,2,0,0,0,1,0,1,0,0,1,0
0,129,2016,February,6,4,0,3,2,0.0,0,1,0,0,0,0,1,0,0,62.0,0,0,0,0,0,1,0,0,0,1,0,0
1,196,2016,September,38,11,2,0,2,0.0,0,0,0,0,0,0,1,0,0,116.1,0,0,0,0,0,1,0,0,0,0,1,0
1,293,2015,August,32,6,0,2,2,0.0,0,1,0,1,0,0,1,0,0,62.0,0,0,0,0,0,1,1,0,1,0,0,0
0,19,2016,December,50,6,0,4,2,0.0,0,1,0,0,0,2,1,0,0,102.79,0,2,0,0,0,1,0,0,0,0,1,0
1,151,2016,October,45,30,2,3,3,0.0,0,1,0,0,0,0,1,0,0,122.76,0,0,0,0,0,1,0,0,0,0,1,0
0,290,2017,July,27,3,3,5,2,0.0,0,1,0,0,0,0,1,0,0,107.1,0,1,0,0,0,1,0,0,0,0,1,0
0,151,2017,June,26,29,0,3,2,0.0,0,1,0,0,0,0,1,0,0,122.7,0,0,0,0,0,1,0,0,0,0,0,1
0,158,2016,July,27,1,1,2,2,2.0,0,1,0,0,0,0,1,0,0,168.3,0,1,0,0,0,1,0,0,0,0,1,0
1,49,2016,September,37,5,1,2,1,0.0,0,1,0,0,0,0,1,0,0,115.5,0,1,0,0,0,1,0,0,0,0,1,0
1,54,2017,July,28,11,0,5,2,0.0,0,1,0,0,0,0,1,0,0,154.0,0,0,0,0,0,1,0,0,0,0,1,0
0,112,2016,May,19,6,0,2,1,0.0,0,1,0,0,0,0,0,0,0,90.0,0,0,0,1,0,0,0,0,0,0,1,0
1,351,2015,October,40,3,2,2,2,0.0,0,1,0,1,0,0,1,0,0,62.0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,2016,August,35,23,0,0,1,0.0,0,1,1,0,0,0,1,0,0,0.0,0,1,0,0,0,1,0,1,0,0,1,0
0,4,2016,November,47,19,2,1,2,1.0,0,1,0,0,0,0,1,0,0,128.67,0,3,0,0,0,1,0,0,0,0,1,0
0,0,2016,February,9,22,1,1,1,0.0,0,1,1,2,21,1,0,1,0,65.0,0,1,1,0,0,0,0,0,0,0,1,0
1,24,2016,February,9,24,0,1,1,0.0,0,1,0,0,0,0,1,0,0,85.0,0,2,0,0,0,1,0,1,0,0,1,0
1,297,2015,August,33,10,1,1,2,0.0,0,1,0,1,0,0,1,0,0,62.0,0,0,0,0,0,1,1,0,1,0,0,0
0,164,2015,October,40,2,0,2,1,0.0,0,1,0,0,0,0,1,0,0,100.0,0,0,0,0,0,1,0,0,0,0,0,1
